day,area,vi,t_p,a_t,a_h,a_w
20190405,대륜동,176371,0,13.20416671,75,1.7
20190406,대륜동,180998,1,12.91249992,79.41666667,1.2125
20190407,대륜동,175239,0,14.67916671,76.5,1.895833333
20190408,대륜동,170738,2,13.73333333,72.08333333,3.0375
20190409,대륜동,185034,7,13.68333333,85,2.345833333
20190410,대륜동,205687,0,11.19166667,71.54166667,1.604166667
20190411,대륜동,202722,0,13.46250004,54.125,1.633333333
20190412,대륜동,187479,0,12.51250013,52.45833333,1
20190413,대륜동,186730,0,14.17916671,63.58333333,1.520833333
20190414,대륜동,175585,0,14.33333321,31.91666667,1.8875
20190415,대륜동,176126,0,14.29999983,52.625,1.770833333
20190416,대륜동,190465,0,15.86249988,69.33333333,1.379166667
20190417,대륜동,197543,0,13.90000008,78.5,1.0375
20190418,대륜동,198044,0,14.64999996,77.79166667,1.4875
20190419,대륜동,196965,0,16.14166679,75.75,2.516666667
20190420,대륜동,192863,0,15.7458335,76.08333333,1.070833333
20190421,대륜동,183237,0,15.66666671,64.54166667,1.379166667
20190422,대륜동,178926,9,18.05,73.70833333,2.6875
20190423,대륜동,197614,0,18.32499983,86.45833333,2.054166667
20190424,대륜동,207673,0,16.62916675,85.16666667,0.858333333
20190425,대륜동,211889,0,13.70000004,73.70833333,3.495833333
20190426,대륜동,206537,0,12.53749996,63.125,2.595833333
20190427,대륜동,199529,0,14.29999988,56.79166667,2.020833333
20190428,대륜동,197327,3,17.28333333,79.5,1.495833333
20190429,대륜동,195337,2,16.39583342,93.91666667,0.933333333
20190430,대륜동,214026,0,16.025,79.5,1.45
20190501,대륜동,211714,0,18.33750004,35.45833333,3.3375
20190502,대륜동,215815,0,21.19583333,28.875,2.558333333
20190503,대륜동,201805,0,18.27083333,40.33333333,1.208333333
20190504,대륜동,205617,0,18.01250008,41.41666667,1.058333333
20190505,대륜동,225823,0,18.21250008,48.58333333,1.5125
20190506,대륜동,195722,0,14.88333317,45.54166667,1.745833333
20190507,대륜동,176733,0,14.84999988,47.25,0.945833333
20190508,대륜동,204128,0,17.22083321,44.41666667,0.9875
20190509,대륜동,216618,0,17.60416667,38.95833333,0.929166667
20190510,대륜동,188183,0,18.51249992,40.91666667,1.341666667
20190511,대륜동,179933,0,18.80000004,50.25,1.083333333
20190512,대륜동,180806,0,18.65416679,70.375,1.35
20190513,대륜동,183804,2,20.3375,78.66666667,1.641666667
20190514,대륜동,216878,0,20.5916665,60.875,1.704166667
20190515,대륜동,236997,0,21.26666675,61.91666667,2.179166667
20190516,대륜동,233975,1,21.34166683,65.875,3.254166667
20190517,대륜동,206347,20,19.27916671,92.25,3.2125
20190518,대륜동,182719,4,20.14166713,89.625,2.933333333
20190519,대륜동,168796,1,17.88333321,73.375,2.383333333
20190520,대륜동,175738,0,17.44999996,44.95833333,2.970833333
20190521,대륜동,212363,0,18.12500008,48.125,1.391666667
20190522,대륜동,216400,0,20.07083325,61.20833333,1.583333333
20190523,대륜동,231578,0,21.625,58.16666667,1.329166667
20190524,대륜동,212355,0,20.48750004,55,0.841666667
20190525,대륜동,192562,0,21.09999983,65.20833333,1.941666667
20190526,대륜동,178411,15,20.07499992,91.29166667,2.875
20190527,대륜동,166940,0,19.94166663,58.08333333,1.908333333
20190528,대륜동,198328,0,22.99583313,29.66666667,2.0125
20190529,대륜동,214571,0,22.28333358,42.20833333,1.1625
20190530,대륜동,217874,1,18.63749992,61.79166667,1.095833333
20190531,대륜동,199410,0,18.12916667,74.20833333,1.020833333
20190601,대륜동,181954,0,19.45416667,67.29166667,0.858333333
20190602,대륜동,176090,0,19.24999996,72.25,0.845833333
20190603,대륜동,168155,1,21.20833342,78.45833333,1.008333333
20190604,대륜동,189901,0,22.1625,81.16666667,0.691666667
20190605,대륜동,184487,3,20.92083329,85.25,1.720833333
20190606,대륜동,185921,1,20.10833321,89.54166667,3.833333333
20190607,대륜동,194803,0,19.4125,80.95833333,1.958333333
20190608,대륜동,206091,0,19.53333342,77.125,1.729166667
20190609,대륜동,179733,0,18.56666679,76.70833333,1.545833333
20190610,대륜동,162416,0,18.70833354,76.20833333,1.233333333
20190611,대륜동,168068,0,18.26666663,80.25,0.979166667
20190612,대륜동,181375,0,18.7166665,72.95833333,1.8625
20190613,대륜동,175686,8,20.27500004,80.29166667,1.529166667
20190614,대륜동,164125,5,19.87500025,78.16666667,2.458333333
20190615,대륜동,186789,0,20.89999992,65.16666667,3.2375
20190616,대륜동,194705,0,19.62499979,75.29166667,1.170833333
20190617,대륜동,171542,2,20.07500004,84.20833333,0.8875
20190618,대륜동,174555,0,18.13333317,78.45833333,1.475
20190619,대륜동,170090,0,21.38333329,75.20833333,0.625
20190620,대륜동,171475,0,22.17083354,73,0.8
20190621,대륜동,181099,0,21.34583342,80.58333333,1.345833333
20190622,대륜동,184786,0,20.69583329,78.5,1.333333333
20190623,대륜동,185577,0,20.43333342,76.83333333,1.133333333
20190624,대륜동,176215,0,21.50000008,66.875,2.1625
20190625,대륜동,177711,11,22.47499988,85.41666667,2.1
20190626,대륜동,178693,4,24.27499988,86.66666667,1.7125
20190627,대륜동,174749,0,22.64583342,79.625,1.391666667
20190628,대륜동,164982,3,23.12083317,90.75,0.9
20190629,대륜동,184167,0,23.17083333,87.375,2.0875
20190630,대륜동,176233,2,21.63749988,89.54166667,0.491666667
20190701,대륜동,154012,0,20.89166688,91.125,0.541666667
20190702,대륜동,165767,0,21.17916667,86.41666667,0.716666667
20190703,대륜동,167714,0,21.77916654,80.25,0.795833333
20190704,대륜동,171027,0,22.66249988,74.33333333,0.595833333
20190705,대륜동,178400,0,22.36666692,71.29166667,1.775
20190706,대륜동,187305,0,23.12500017,72.70833333,3.320833333
20190707,대륜동,177145,2,22.15000013,78.58333333,2.6125
20190708,대륜동,168432,0,21.95000004,83,1.133333333
20190709,대륜동,172573,3,22.75416663,80.625,2.683333333
20190710,대륜동,182818,0,24.03750004,76.5,2.508333333
20190711,대륜동,180697,0,19.89583329,75.375,1.6375
20190712,대륜동,181939,11,20.72500008,91.5,1
20190713,대륜동,214124,0,22.85416675,81.79166667,1.0375
20190714,대륜동,206945,0,22.94166663,84.25,0.875
20190715,대륜동,194119,0,22.80416679,79.95833333,1.595833333
20190716,대륜동,190895,1,23.23333363,79.20833333,1.770833333
20190717,대륜동,200672,5,24.8625,89.95833333,1.566666667
20190718,대륜동,202024,19,24.59583321,93.625,1.616666667
20190719,대륜동,201148,17,23.50416663,95.625,4.829166667
20190720,대륜동,197567,1,24.84583325,90.625,1.895833333
20190721,대륜동,204303,4,24.90833338,94.5,0.729166667
20190722,대륜동,215092,0,25.07916663,93.58333333,0.841666667
20190723,대륜동,235011,0,24.74583338,96.08333333,0.883333333
20190724,대륜동,233244,3,25.02916663,96.375,0.633333333
20190725,대륜동,235728,0,25.39166679,96.625,1.041666667
20190726,대륜동,235226,1,25.87083329,96.29166667,1.133333333
20190727,대륜동,232991,0,26.72500029,91.75,1.6625
20190728,대륜동,249772,0,27.07083338,87.41666667,1.216666667
20190729,대륜동,244969,0,27.18333342,91.5,1.441666667
20190730,대륜동,246493,0,27.9916665,86.91666667,1.279166667
20190731,대륜동,246855,0,27.96249996,81.91666667,1.0875
20190801,대륜동,215660,0,27.17916658,78.83333333,1.1625
20190802,대륜동,229475,0,24.19583342,73.70833333,1.35
20190803,대륜동,249807,0,28.08750025,73.375,1.95
20190804,대륜동,232523,0,26.50416663,74.20833333,0.8
20190805,대륜동,221905,1,26.98750021,77.125,1.041666667
20190806,대륜동,221612,0,27.38750008,81.16666667,1.195833333
20190807,대륜동,216686,1,28.69583342,75.45833333,2.375
20190808,대륜동,211729,0,29.06249996,67.66666667,2.304166667
20190809,대륜동,205997,0,28.3,72.04166667,3.433333333
20190810,대륜동,222581,4,27.21249988,84.45833333,5.2625
20190811,대륜동,213242,2,27.26249996,92.16666667,2.875
20190812,대륜동,213156,0,27.80000008,82.70833333,1.275
20190813,대륜동,210307,0,28.48333296,76.5,1.320833333
20190814,대륜동,217390,0,27.53333321,77.20833333,3.508333333
20190815,대륜동,228929,0,26.92916658,75.875,2.658333333
20190816,대륜동,221760,0,26.0958335,79.66666667,1.204166667
20190817,대륜동,227592,0,26.83333338,82.41666667,0.854166667
20190818,대륜동,218397,0,26.19999996,75.875,0.783333333
20190819,대륜동,208489,0,26.20000008,76.95833333,1.3625
20190820,대륜동,208040,4,26.13749983,86.58333333,1.191666667
20190821,대륜동,210523,3,27.67083321,84.875,2.1875
20190822,대륜동,207838,0,26.66249992,71.79166667,1.408333333
20190823,대륜동,203617,0,25.11666683,69.20833333,0.741666667
20190824,대륜동,207236,0,23.50833333,76.375,0.8875
20190825,대륜동,213645,3,24.36666671,81.33333333,1.333333333
20190826,대륜동,194510,5,26.025,93.875,1.320833333
20190827,대륜동,201461,8,25.2291665,92.58333333,1.291666667
20190828,대륜동,202367,8,22.22500013,93.66666667,0.8875
20190829,대륜동,202362,0,24.34583333,70.5,1.6625
20190830,대륜동,196389,0,22.88333321,62.5,1.1125
20190831,대륜동,197484,3,21.76249996,77.54166667,0.675
20190901,대륜동,173455,7,24.06666671,90.16666667,1.4625
20190902,대륜동,152784,2,24.98333338,90.54166667,0.883333333
20190903,대륜동,150047,7,24.2333335,90.125,0.966666667
20190904,대륜동,157716,1,25.74166679,83.79166667,1.441666667
20190905,대륜동,146138,4,25.71666683,86.08333333,2.4625
20190906,대륜동,133687,8,25.72500008,88.5,5.6625
20190907,대륜동,142785,5,23.63749992,91.16666667,0.591666667
20190908,대륜동,168604,10,25.84583329,88.5,2.625
20190909,대륜동,140399,0,26.13333333,84.875,1.391666667
20190910,대륜동,141617,0,27.37083313,79.33333333,1.033333333
20190911,대륜동,151165,0,25.90833329,80.375,1.616666667
20190912,대륜동,176757,0,24.37916679,70.125,1.6875
20190913,대륜동,210128,0,23.26666667,72.79166667,0.95
20190914,대륜동,196286,0,24.1833335,74.33333333,0.9125
20190915,대륜동,174383,0,24.08333325,79.79166667,1.25
20190916,대륜동,157654,0,24.04999979,70.45833333,1.2625
20190917,대륜동,165946,0,23.57916667,59.29166667,1.641666667
20190918,대륜동,184822,0,22.73333321,50.45833333,1.879166667
20190919,대륜동,206964,0,21.20000004,62.54166667,1.8
20190920,대륜동,188812,2,22.34583325,71.20833333,1.929166667
20190921,대륜동,169679,12,22.35416667,77.41666667,3.983333333
20190922,대륜동,149484,0,21.36666679,69.41666667,2.3375
20190923,대륜동,153233,0,20.25833342,53.91666667,1.775
20190924,대륜동,176400,0,19.89166658,61.04166667,1.433333333
20190925,대륜동,199482,0,21.79999992,68.41666667,1.95
20190926,대륜동,205601,2,23.97500004,80.91666667,1.541666667
20190927,대륜동,193725,2,24.39583325,89.83333333,0.616666667
20190928,대륜동,183737,1,24.27500008,86.45833333,1.004166667
20190929,대륜동,181415,3,23.41666646,88.41666667,1.125
20190930,대륜동,172819,6,23.62083321,88.83333333,1.5
20191001,대륜동,162408,14,23.75416671,86.375,4.183333333
20191002,대륜동,159333,6,23.28333329,84.04166667,4.204166667
20191003,대륜동,164345,0,22.92083329,74.25,1.5625
20191004,대륜동,175873,0,21.18750004,73.54166667,1.908333333
20191005,대륜동,198998,0,20.31666654,71.79166667,2.070833333
20191006,대륜동,200800,1,21.13333329,74.16666667,1.995833333
20191007,대륜동,170643,0,20.13333329,63.91666667,2.441666667
20191008,대륜동,179395,0,18.41250008,39.625,1.645833333
20191009,대륜동,192032,0,17.63749992,61.875,1.283333333
20191010,대륜동,186108,0,19.66250025,56.375,0.95
20191011,대륜동,181606,0,20.24166654,60.83333333,1.320833333
20191012,대륜동,192788,0,18.64583317,61.33333333,1.795833333
20191013,대륜동,183920,0,18.42916675,64.41666667,1.679166667
20191014,대륜동,189178,0,18.10000013,61.20833333,2.158333333
20191015,대륜동,222709,0,18.62083333,70.20833333,2.570833333
20191016,대륜동,240644,0,18.21249992,68.33333333,2.004166667
20191017,대륜동,253692,9,19.5833335,93.79166667,2.679166667
20191018,대륜동,228927,0,20.17083338,90.45833333,1.5375
20191019,대륜동,200108,0,19.9,73.54166667,1.791666667
20191020,대륜동,182781,0,19.85416671,68.75,2.4
20191021,대륜동,186197,0,20.02500008,73.625,1.995833333
20191022,대륜동,216495,0,20.48750008,89.04166667,3.295833333
20191023,대륜동,243797,2,20.37916642,85.25,2.533333333
20191024,대륜동,238290,0,19.92083321,79.16666667,1.254166667
20191025,대륜동,219352,0,18.74166654,79.20833333,1.2375
20191026,대륜동,188732,0,16.89583333,78.54166667,1.454166667
20191027,대륜동,185757,0,16.72500008,80.95833333,1.2375
20191028,대륜동,175883,0,18.10000017,64.29166667,1.379166667
20191029,대륜동,195923,0,16.21666663,68.45833333,1.395833333
20191030,대륜동,222172,0,16.98749996,75.54166667,1.3
20191031,대륜동,220335,0,17.87083321,70.79166667,1.5
20191101,대륜동,191991,0,19.18333333,70.625,1.595833333
20191102,대륜동,197422,0,18.67083329,83.16666667,1.025
20191103,대륜동,177081,1,17.70833367,83.79166667,1.795833333
20191104,대륜동,164199,0,17.51250008,79,1.795833333
20191105,대륜동,178185,0,16.97500004,72.5,1.520833333
20191106,대륜동,195726,0,16.7375,59.83333333,1.370833333
20191107,대륜동,204566,0,15.56666667,72.16666667,1.516666667
20191108,대륜동,198102,0,15.20416671,76.625,1.379166667
20191109,대륜동,185375,0,15.27916667,70.83333333,1.920833333
20191110,대륜동,180791,1,17.12500008,64.70833333,2.829166667
20191111,대륜동,173194,0,15.375,71.45833333,1.529166667
20191112,대륜동,182203,1,15.69999996,80.25,1.345833333
20191113,대륜동,179705,0,14.13333329,58.75,2.4375
20191114,대륜동,183758,0,11.55416663,53.70833333,1.425
20191115,대륜동,183057,0,15.78333338,76.125,1.041666667
20191116,대륜동,193897,0,19.79583346,85.5,2.15
20191117,대륜동,179650,4,18.22916663,82.95833333,2.804166667
20191118,대륜동,170102,0,11.05416667,60.375,1.9875
20191119,대륜동,173789,0,10.675,60,1.741666667
20191120,대륜동,176147,0,12.02499992,60.33333333,2.458333333
20191121,대륜동,178949,0,17.07499983,81.125,2.391666667
20191122,대륜동,174828,0,17.71666671,86.875,2.558333333
20191123,대륜동,187215,7,19.3333335,98.5,1.316666667
20191124,대륜동,217915,2,15.70416671,91.79166667,1.375
20191125,대륜동,176862,0,13.6625,81.66666667,2.4
20191126,대륜동,169744,9,14.02083333,89.54166667,1.954166667
20191127,대륜동,177218,5,12.92500004,84.25,1.3625
20191128,대륜동,175023,0,11.47083333,73.5,1.616666667
20191129,대륜동,177435,0,12.27083333,64.04166667,1.291666667
20191130,대륜동,192278,14,14.30416667,91.25,1.2125
20191201,대륜동,168388,0,12.25416667,76.91666667,1.395833333
20191202,대륜동,162060,0,8.058333333,62.375,1.720833333
20191203,대륜동,165130,0,10.32916667,56.58333333,1.283333333
20191204,대륜동,157382,0,9.375,60.45833333,1.504166667
20191205,대륜동,151179,0,7.254166667,57.125,1.6375
20191206,대륜동,160478,0,7.3375,66,1.720833333
20191207,대륜동,174658,0,8.491666667,70.45833333,1.4375
20191208,대륜동,171200,0,10.4625,70.04166667,1.316666667
20191209,대륜동,159039,0,13.07083333,73.08333333,1.2125
20191210,대륜동,162049,0,14.15833338,71.45833333,1.608333333
20191211,대륜동,157116,0,9.804166667,60.33333333,1.554166667
20191212,대륜동,169916,0,10.6375,76.79166667,1.016666667
20191213,대륜동,188270,0,12.475,66.04166667,1.633333333
20191214,대륜동,200246,4,12.30000004,67.29166667,1.491666667
20191215,대륜동,194365,0,14.4,76.66666667,1.770833333
20191216,대륜동,179301,6,16.49166675,94.16666667,1.704166667
20191217,대륜동,179210,0,12.96666667,84.58333333,1.2125
20191218,대륜동,185621,1,11.14166667,76.75,1.2375
20191219,대륜동,182976,0,9.158333333,69.95833333,1.108333333
20191220,대륜동,180257,0,8.8875,64.08333333,1.395833333
20191221,대륜동,204514,8,10.075,80.5,2.608333333
20191222,대륜동,199977,0,10.24583333,72.91666667,1.220833333
20191223,대륜동,191348,0,10.61666667,81.95833333,1.020833333
20191224,대륜동,192646,1,11.6375,79.95833333,1.754166667
20191225,대륜동,200223,12,12.8375,94.45833333,2.1375
20191226,대륜동,197371,1,6.845833333,60.45833333,1.958333333
20191227,대륜동,200658,0,7.033333333,68.125,0.958333333
20191228,대륜동,203713,9,10.27916671,85.83333333,1.841666667
20191229,대륜동,215973,3,14.11666675,94.95833333,1.775
20191230,대륜동,211834,0,7.166666667,71.33333333,1.608333333
20191231,대륜동,215872,0,6.208333333,73.95833333,1.229166667
20190101,대정읍,134871,0,4.7,56.875,5.220833333
20190102,대정읍,110063,0,5.258333333,58.66666667,4.670833333
20190103,대정읍,114015,2,5.866666667,73.29166667,3.170833333
20190104,대정읍,119199,2,6.645833333,73.70833333,5.204166667
20190105,대정읍,133111,0,5.333333333,61.20833333,6.170833333
20190106,대정읍,150423,0,5.433333333,65.33333333,5.329166667
20190107,대정읍,145186,0,6.8125,60.41666667,6.116666667
20190108,대정읍,146086,0,4.558333333,54.625,5.4375
20190109,대정읍,144076,1,5.916666667,63.66666667,3.816666667
20190110,대정읍,145595,1,6.9,66.83333333,3.979166667
20190111,대정읍,166168,12,8.179166667,81.33333333,3.604166667
20190112,대정읍,155633,0,7.2375,68.5,3.770833333
20190113,대정읍,153683,0,6.233333333,68.54166667,4.25
20190114,대정읍,151269,0,6.704166667,64.125,4.7
20190115,대정읍,157603,0,2.941666667,59.66666667,6.908333333
20190116,대정읍,156257,0,4.379166667,56.91666667,4.675
20190117,대정읍,153560,0,5.2125,62.125,3.520833333
20190118,대정읍,160474,2,7.85,75.375,3.579166667
